word,rating
marrow,1.5392986698911728
flower,1.5392986698911728
draught,0.7696493349455864
market,0.7696493349455864
handed,0.7696493349455864
single,0.7696493349455864
heaven,0.7696493349455864
fire's,0.7696493349455864
village,1.1544740024183797
brother,0.7696493349455864
purchased,0.7696493349455864
withheld,0.7696493349455864
please,1.1544740024183797
hights,1.9241233373639661
nought,1.5392986698911728
though,1.1544740024183797
stranger,1.1544740024183797
haunted,0.7696493349455864
compromised,0.7696493349455864
nearer,0.7696493349455864
choose,0.7696493349455864
thought,0.7696493349455864
disclose,1.1544740024183797
breath,1.5392986698911728
simple,1.1544740024183797
started,1.5392986698911728
mortal,0.7696493349455864
dazzled,0.7696493349455864
forget,1.1544740024183797
better,0.7696493349455864
composer,0.7696493349455864
bubbled,0.7696493349455864
telling,0.7696493349455864
strain,1.5392986698911728
strike,1.9241233373639661
around,1.1544740024183797
throne,1.1544740024183797
retire,0.7696493349455864
argues,0.7696493349455864
reason,1.1544740024183797
vaster,1.5392986698911728
attitude,1.1544740024183797
lodged,0.7696493349455864
memory,0.7696493349455864
perceive,0.7696493349455864
commute,0.7696493349455864
friend,0.7696493349455864
jealous,0.7696493349455864
possible,0.7696493349455864
besides,0.7696493349455864
fitted,0.7696493349455864
tattered,0.7696493349455864
noticed,0.7696493349455864
flowed,0.7696493349455864
espied,0.7696493349455864
carried,1.1544740024183797
wandering,0.7696493349455864
officer,0.7696493349455864
feather,1.5392986698911728
fritter,0.7696493349455864
dreamy,1.1544740024183797
resume,1.1544740024183797
year's,0.7696493349455864
bright,0.7696493349455864
behold,0.7696493349455864
divine,1.1544740024183797
crumble,0.7696493349455864
weight,1.5392986698911728
pillage,0.7696493349455864
fameless,0.7696493349455864
seraph,0.7696493349455864
settled,1.1544740024183797
beguiled,0.7696493349455864
bequeaths,0.7696493349455864
wrestle,1.1544740024183797
fearing,1.5392986698911728
fitting,0.7696493349455864
morning,0.7696493349455864
wearing,1.5392986698911728
through,1.1544740024183797
abated,0.7696493349455864
product,0.7696493349455864
ground,1.5392986698911728
process,0.7696493349455864
chooses,0.7696493349455864
breast,1.1544740024183797
baffle,1.1544740024183797
startled,0.7696493349455864
report,0.7696493349455864
could'nt,0.7696493349455864
larger,0.7696493349455864
stopped,0.7696493349455864
prayer,1.1544740024183797
contented,0.7696493349455864
become,0.7696493349455864
obscured,0.7696493349455864
life's,0.7696493349455864
served,0.7696493349455864
looked,1.1544740024183797
suffices,0.7696493349455864
rather,0.7696493349455864
throng,0.7696493349455864
clover,2.6937726723095525
revery,1.1544740024183797
testing,0.7696493349455864
beggar,0.7696493349455864
passed,1.5392986698911728
proved,1.1544740024183797
enamor,0.7696493349455864
visitor,0.7696493349455864
remain,0.7696493349455864
compensated,0.7696493349455864
traveller,1.1544740024183797
filled,1.9241233373639661
hearty,1.1544740024183797
